"PVWatts Hourly PV Performance Data"
"Requested Location","weymouth"
"Location","Lat, Lng: 50.61, -2.46"
"Latitude (DD)","50.61"
"Longitude (DD)","-2.46"
"Elevation (m)","6"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","19","13","773","81","17.3","8.4","0.2","637.588","24.104","2234.48","2139.449"
"10","19","14","730","73","17.2","8.5","0.2","512.173","22.624","1809.667","1729.689"
"10","19","15","14","132","16.9","8.7","0.2","144.351","18.392","488.788","455.614"
"10","19","16","419","38","16.6","8.6","0.2","139.813","17.94","362.141","333.455"
"10","19","17","0","0","16.1","8.3","0.2","0","16.1","0","0"
"10","19","18","0","0","15.8","8","0.2","0","15.8","0","0"
"10","19","19","0","0","15.5","7.9","0.2","0","15.5","0","0"
"10","19","20","0","0","15.3","7.9","0.2","0","15.3","0","0"
"10","19","21","0","0","15.2","7.8","0.2","0","15.2","0","0"
"10","19","22","0","0","15","7.6","0.2","0","15","0","0"
"10","19","23","0","0","14.8","7.4","0.2","0","14.8","0","0"
"10","20","0","0","0","14.6","7.2","0.2","0","14.6","0","0"
"10","20","1","0","0","14.5","6.8","0.2","0","14.5","0","0"
"10","20","2","0","0","14.4","6.5","0.2","0","14.4","0","0"
"10","20","3","0","0","14.4","6.2","0.2","0","14.4","0","0"
"10","20","4","0","0","14.3","5.9","0.2","0","14.3","0","0"
"10","20","5","0","0","14.3","5.7","0.2","0","14.3","0","0"
"10","20","6","0","0","14.3","5.6","0.2","0","14.3","0","0"
"10","20","7","0","16","14.6","5.8","0.2","14.844","14.801","43.846","26.438"
"10","20","8","0","21","15.1","6.2","0.2","19.487","15.357","61.574","43.537"
"10","20","9","11","156","15.3","6.5","0.2","162.317","17.371","556.735","521.154"
"10","20","10","198","226","15.5","6.8","0.2","390.346","20.333","1361.726","1297.621"
"10","20","11","0","129","15.7","7.1","0.2","123.353","17.177","415.843","385.253"
"10","20","12","23","215","15.8","7.5","0.2","233.151","18.486","800.651","756.427"
"10","20","13","0","79","15.9","7.8","0.2","73.57","16.724","244.373","219.859"
"10","20","14","0","37","16","7.9","0.2","34.376","16.382","111.161","91.368"
"10","20","15","0","41","15.7","7.8","0.2","38.106","16.127","123.349","103.124"
"10","20","16","0","13","15.3","7.4","0.2","12.059","15.434","31.551","14.579"
"10","20","17","0","0","14.9","7.2","0.2","0","14.9","0","0"
"10","20","18","0","0","14.8","7.1","0.2","0","14.8","0","0"
"10","20","19","0","0","14.7","7.2","0.2","0","14.7","0","0"
"10","20","20","0","0","14.7","7.5","0.2","0","14.7","0","0"
"10","20","21","0","0","14.7","8","0.2","0","14.7","0","0"
"10","20","22","0","0","14.7","8.7","0.2","0","14.7","0","0"
"10","20","23","0","0","14.7","9.5","0.2","0","14.7","0","0"
"10","21","0","0","0","14.8","10.4","0.2","0","14.8","0","0"
"10","21","1","0","0","15","11.3","0.2","0","15","0","0"
"10","21","2","0","0","15.1","12","0.2","0","15.1","0","0"
"10","21","3","0","0","15.3","12.5","0.2","0","15.3","0","0"
"10","21","4","0","0","15.6","12.7","0.2","0","15.6","0","0"
"10","21","5","0","0","15.6","12.4","0.2","0","15.6","0","0"
"10","21","6","0","0","14.8","12.2","0.2","0","14.8","0","0"
"10","21","7","0","16","13.2","12","0.2","14.845","13.318","43.808","26.401"
"10","21","8","2","83","12.7","11.5","0.2","81.541","13.38","276.351","250.704"
"10","21","9","127","189","13","11.9","0.2","286.346","15.328","1013.208","961.451"
"10","21","10","167","242","13.4","12.2","0.2","388.333","16.492","1372.608","1308.116"
"10","21","11","60","272","13.7","12.4","0.2","343.006","16.39","1201.146","1142.73"
"10","21","12","162","279","13.9","12.6","0.2","436.36","17.282","1536.237","1465.948"
"10","21","13","0","110","13.9","12.7","0.2","104.718","14.706","355.765","327.305"
"10","21","14","174","205","13.7","12.6","0.2","331.185","16.272","1173.512","1116.075"
"10","21","15","4","116","13.4","12.3","0.2","122.248","14.365","417.596","386.944"
"10","21","16","4","58","13","11.8","0.2","69.241","13.529","187.06","164.578"
"10","21","17","0","0","12.7","11.1","0.2","0","12.7","0","0"
"10","21","18","0","0","12.5","10.4","0.2","0","12.5","0","0"
"10","21","19","0","0","12.3","9.7","0.2","0","12.3","0","0"
"10","21","20","0","0","12.1","9.2","0.2","0","12.1","0","0"
"10","21","21","0","0","11.9","8.7","0.2","0","11.9","0","0"
"10","21","22","0","0","11.7","8.4","0.2","0","11.7","0","0"
"10","21","23","0","0","11.6","8.2","0.2","0","11.6","0","0"
"10","22","0","0","0","11.4","8","0.2","0","11.4","0","0"
"10","22","1","0","0","11.3","7.7","0.2","0","11.3","0","0"
"10","22","2","0","0","11.2","7.6","0.2","0","11.2","0","0"
"10","22","3","0","0","11.2","7.5","0.2","0","11.2","0","0"
"10","22","4","0","0","11.3","7.2","0.2","0","11.3","0","0"
"10","22","5","0","0","11.4","7","0.2","0","11.4","0","0"
"10","22","6","0","0","11.7","6.8","0.2","0","11.7","0","0"
"10","22","7","2","29","12.3","6.6","0.2","27.824","12.644","83.688","64.869"
"10","22","8","0","6","13.2","6.6","0.2","5.561","13.27","16.695","0.249"
"10","22","9","9","112","13.7","6.5","0.2","113.574","15.149","388.271","358.659"
"10","22","10","12","137","14.2","6.6","0.2","141.025","15.979","482.456","449.506"
"10","22","11","136","226","14.6","6.4","0.2","352.732","19.149","1228.92","1169.521"
"10","22","12","46","253","14.9","6.1","0.2","309.414","19.018","1070.427","1016.644"
"10","22","13","0","85","15.2","6","0.2","79.57","16.271","265.837","240.563"
"10","22","14","0","52","15.2","6","0.2","48.352","15.851","159.127","137.634"
"10","22","15","0","19","15.1","6.1","0.2","17.627","15.334","55.185","37.375"
"10","22","16","0","12","14.8","6.3","0.2","11.131","14.932","25.409","8.654"
"10","22","17","0","0","14.5","6.5","0.2","0","14.5","0","0"
"10","22","18","0","0","14.3","6.8","0.2","0","14.3","0","0"
"10","22","19","0","0","14","7","0.2","0","14","0","0"
"10","22","20","0","0","13.9","7.1","0.2","0","13.9","0","0"
"10","22","21","0","0","13.9","7","0.2","0","13.9","0","0"
"10","22","22","0","0","13.8","6.9","0.2","0","13.8","0","0"
"10","22","23","0","0","13.7","6.9","0.2","0","13.7","0","0"
"10","23","0","0","0","13.7","6.7","0.2","0","13.7","0","0"
"10","23","1","0","0","13.7","6.6","0.2","0","13.7","0","0"
"10","23","2","0","0","13.8","6.5","0.2","0","13.8","0","0"
"10","23","3","0","0","13.9","6.5","0.2","0","13.9","0","0"
"10","23","4","0","0","14","6.5","0.2","0","14","0","0"
"10","23","5","0","0","14.2","6.7","0.2","0","14.2","0","0"
"10","23","6","0","0","14.5","6.7","0.2","0","14.5","0","0"
"10","23","7","0","20","14.8","6.8","0.2","18.571","15.024","53.705","35.948"
"10","23","8","0","6","15.2","7.1","0.2","5.561","15.267","16.514","0.075"
"10","23","9","0","31","15.4","7.3","0.2","28.793","15.739","92.621","73.485"
"10","23","10","0","98","15.6","7.4","0.2","92.532","16.677","310.335","283.484"
"10","23","11","0","59","15.7","7.5","0.2","54.894","16.332","180.004","157.771"
"10","23","12","0","63","16","7.6","0.2","58.624","16.669","192.554","169.877"
"10","23","13","717","86","16.2","7.6","0.2","595.806","23.042","2097.377","2007.204"
"10","23","14","8","149","16.3","7.6","0.2","154.956","18.071","529.571","494.952"
"10","23","15","0","33","16.3","7.4","0.2","30.653","16.656","97.756","78.438"
"10","23","16","0","8","16","7","0.2","7.415","16.077","14.518","0"
"10","23","17","0","0","15.8","6.6","0.2","0","15.8","0","0"
"10","23","18","0","0","15.8","6.4","0.2","0","15.8","0","0"
"10","23","19","0","0","15.8","6.2","0.2","0","15.8","0","0"
"10","23","20","0","0","15.7","6.1","0.2","0","15.7","0","0"
"10","23","21","0","0","15.6","6","0.2","0","15.6","0","0"
"10","23","22","0","0","15.5","6","0.2","0","15.5","0","0"
"10","23","23","0","0","15.4","6","0.2","0","15.4","0","0"
"10","24","0","0","0","15.3","5.7","0.2","0","15.3","0","0"
"10","24","1","0","0","15.2","5.4","0.2","0","15.2","0","0"
"10","24","2","0","0","15.1","5.2","0.2","0","15.1","0","0"
"10","24","3","0","0","15","5.1","0.2","0","15","0","0"
"10","24","4","0","0","15","5","0.2","0","15","0","0"
"10","24","5","0","0","15","4.9","0.2","0","15","0","0"
"10","24","6","0","0","15.2","4.7","0.2","0","15.2","0","0"
"10","24","7","0","9","15.5","4.4","0.2","8.341","15.633","22.757","6.097"
"10","24","8","0","5","15.9","4.4","0.2","4.634","15.976","13.575","0"
"10","24","9","0","33","16.2","4.7","0.2","30.653","16.683","98.481","79.138"
"10","24","10","0","20","16.5","5","0.2","18.573","16.781","58.052","40.141"
"10","24","11","1","80","16.6","5.2","0.2","75.231","17.711","248.664","223.999"
"10","24","12","8","130","16.8","5.5","0.2","130.812","18.664","440.668","409.199"
"10","24","13","48","187","16.9","5.6","0.2","230.952","20.158","792.84","748.892"
"10","24","14","7","105","16.8","5.7","0.2","105.736","18.274","356.127","327.653"
"10","24","15","3","61","16.6","5.7","0.2","59.686","17.43","195.055","172.289"
"10","24","16","0","11","16.1","5.4","0.2","10.203","16.223","19.004","2.476"
"10","24","17","0","0","15.3","5.1","0.2","0","15.3","0","0"
"10","24","18","0","0","14.5","5.1","0.2","0","14.5","0","0"
"10","24","19","0","0","13.7","5.1","0.2","0","13.7","0","0"
"10","24","20","0","0","13.1","4.8","0.2","0","13.1","0","0"
"10","24","21","0","0","12.8","4.6","0.2","0","12.8","0","0"
"10","24","22","0","0","12.6","4.3","0.2","0","12.6","0","0"
"10","24","23","0","0","12.5","4.1","0.2","0","12.5","0","0"
"10","25","0","0","0","12.4","3.9","0.2","0","12.4","0","0"
"10","25","1","0","0","12.4","4","0.2","0","12.4","0","0"
"10","25","2","0","0","12.4","4.1","0.2","0","12.4","0","0"
"10","25","3","0","0","12.4","4.4","0.2","0","12.4","0","0"
"10","25","4","0","0","12.4","4.6","0.2","0","12.4","0","0"
"10","25","5","0","0","12.6","4.8","0.2","0","12.6","0","0"
"10","25","6","0","0","12.8","4.9","0.2","0","12.8","0","0"
"10","25","7","0","15","13.3","5.1","0.2","13.918","13.501","38.491","21.272"
"10","25","8","0","5","13.9","5.5","0.2","4.633","13.966","13.709","0"
"10","25","9","3","131","14.3","5.9","0.2","131.461","16.091","449.912","418.116"
"10","25","10","0","103","14.6","6","0.2","97.774","15.916","329.862","302.319"
"10","25","11","2","163","14.8","6.2","0.2","161.603","16.926","551.79","516.383"
"10","25","12","21","213","15","6.3","0.2","231.474","18.014","797.548","753.434"
"10","25","13","148","234","15","6.4","0.2","364.551","19.707","1273.243","1212.273"
"10","25","14","107","192","14.9","6.5","0.2","273.92","18.401","956.618","906.867"
"10","25","15","0","37","14.8","6.4","0.2","34.383","15.242","110.67","90.894"
"10","25","16","0","11","14.6","6.2","0.2","10.205","14.712","19.154","2.621"
"10","25","17","0","0","14.3","6","0.2","0","14.3","0","0"
"10","25","18","0","0","14.2","6","0.2","0","14.2","0","0"
"10","25","19","0","0","14.2","6.1","0.2","0","14.2","0","0"
"10","25","20","0","0","14.1","6.1","0.2","0","14.1","0","0"
"10","25","21","0","0","14.1","6.3","0.2","0","14.1","0","0"
"10","25","22","0","0","14.2","6.4","0.2","0","14.2","0","0"
"10","25","23","0","0","14.2","6.4","0.2","0","14.2","0","0"
"10","26","0","0","0","14.2","6.4","0.2","0","14.2","0","0"
"10","26","1","0","0","14.3","6.4","0.2","0","14.3","0","0"
"10","26","2","0","0","14.3","6.4","0.2","0","14.3","0","0"
"10","26","3","0","0","14.3","6.5","0.2","0","14.3","0","0"
"10","26","4","0","0","14.3","6.6","0.2","0","14.3","0","0"
"10","26","5","0","0","14.3","6.5","0.2","0","14.3","0","0"
"10","26","6","0","0","14.3","6.5","0.2","0","14.3","0","0"
"10","26","7","0","14","14.4","6.6","0.2","12.989","14.557","34.586","17.506"
"10","26","8","0","5","14.6","6.8","0.2","4.633","14.657","13.649","0"
"10","26","9","0","36","14.8","6.9","0.2","33.444","15.209","108.611","88.908"
"10","26","10","42","220","14.8","7","0.2","268.84","18.057","933.436","884.507"
"10","26","11","38","240","14.9","7","0.2","289.817","18.409","1004.148","952.713"
"10","26","12","0","122","14.9","6.9","0.2","116.93","16.329","395.79","365.911"
"10","26","13","127","206","15","6.6","0.2","315.851","18.993","1102.891","1047.957"
"10","26","14","0","47","15.1","6.3","0.2","43.69","15.669","143.307","122.375"
"10","26","15","1","40","15","6.1","0.2","37.567","15.499","121.071","100.927"
"10","26","16","0","9","14.6","5.8","0.2","8.346","14.696","15.509","0"
"10","26","17","0","0","14.1","5.6","0.2","0","14.1","0","0"
"10","26","18","0","0","14","5.5","0.2","0","14","0","0"
"10","26","19","0","0","14","5.3","0.2","0","14","0","0"
"10","26","20","0","0","14.2","5.2","0.2","0","14.2","0","0"
"10","26","21","0","0","14.5","5.2","0.2","0","14.5","0","0"
"10","26","22","0","0","14.7","5.2","0.2","0","14.7","0","0"
"10","26","23","0","0","14.9","5.3","0.2","0","14.9","0","0"
"10","27","0","0","0","15","5.4","0.2","0","15","0","0"
"10","27","1","0","0","15.2","5.7","0.2","0","15.2","0","0"
"10","27","2","0","0","15.2","6.1","0.2","0","15.2","0","0"
"10","27","3","0","0","15.2","6.4","0.2","0","15.2","0","0"
"10","27","4","0","0","15.1","6.6","0.2","0","15.1","0","0"
"10","27","5","0","0","15.1","6.8","0.2","0","15.1","0","0"
"10","27","6","0","0","15.1","6.8","0.2","0","15.1","0","0"
"10","27","7","92","20","15.4","7","0.2","48.591","15.941","121.662","101.497"
"10","27","8","419","58","15.9","7.3","0.2","252.493","18.86","862.227","815.821"
"10","27","9","584","78","16.2","7.5","0.2","435.615","21.253","1542.596","1472.081"
"10","27","10","664","89","16.4","7.3","0.2","565.637","23.086","1990.262","1903.885"
"10","27","11","698","95","16.5","7.1","0.2","632.279","24.118","2212.656","2118.399"
"10","27","12","695","98","16.6","6.7","0.2","629.167","24.495","2198.925","2105.154"
"10","27","13","669","94","16.7","6.3","0.2","562.157","24.065","1971.603","1885.887"
"10","27","14","606","83","16.6","6","0.2","435.318","22.497","1534.112","1463.898"
"10","27","15","471","65","16.5","5.5","0.2","261.933","20.205","872.619","825.844"
"10","27","16","206","32","16.1","4.8","0.2","77.268","17.029","136.931","116.225"
"10","27","17","0","0","15.7","4.6","0.2","0","15.7","0","0"
"10","27","18","0","0","15.7","4.8","0.2","0","15.7","0","0"
"10","27","19","0","0","15.8","5.1","0.2","0","15.8","0","0"
"10","27","20","0","0","15.8","5.3","0.2","0","15.8","0","0"
"10","27","21","0","0","15.7","5.3","0.2","0","15.7","0","0"
"10","27","22","0","0","15.6","5.3","0.2","0","15.6","0","0"
"10","27","23","0","0","15.4","5.3","0.2","0","15.4","0","0"
"10","28","0","0","0","15.3","5.3","0.2","0","15.3","0","0"
"10","28","1","0","0","15.2","5.3","0.2","0","15.2","0","0"
"10","28","2","0","0","15.1","5.3","0.2","0","15.1","0","0"
"10","28","3","0","0","15","5.4","0.2","0","15","0","0"
"10","28","4","0","0","14.9","5.4","0.2","0","14.9","0","0"
"10","28","5","0","0","14.8","5.5","0.2","0","14.8","0","0"
"10","28","6","0","0","14.8","5.6","0.2","0","14.8","0","0"
"10","28","7","127","18","15.1","5.7","0.2","51.528","15.74","119.79","99.691"
"10","28","8","477","50","15.8","6","0.2","266.355","19.374","906.809","858.823"
"10","28","9","638","67","16.2","6.2","0.2","451.388","22.183","1595.38","1522.995"
"10","28","10","711","78","16.5","6.3","0.2","581.616","24.121","2041.023","1952.847"
"10","28","11","731","86","16.7","6.4","0.2","642.651","25.025","2243.332","2147.987"
"10","28","12","693","98","16.8","6.5","0.2","625.014","24.81","2182.451","2089.264"
"10","28","13","639","100","16.7","6.5","0.2","546.686","23.71","1919.077","1835.222"
"10","28","14","7","147","16.5","6.3","0.2","154.894","18.519","528.412","493.834"
"10","28","15","379","75","16.3","5.8","0.2","236.756","19.533","788.19","744.407"
"10","28","16","118","33","16.1","5.4","0.2","61.098","16.798","111.661","91.85"
"10","28","17","0","0","15.9","5.3","0.2","0","15.9","0","0"
"10","28","18","0","0","15.9","5.3","0.2","0","15.9","0","0"
"10","28","19","0","0","15.7","5","0.2","0","15.7","0","0"
"10","28","20","0","0","15.6","4.8","0.2","0","15.6","0","0"
"10","28","21","0","0","15.6","4.7","0.2","0","15.6","0","0"
"10","28","22","0","0","15.7","4.5","0.2","0","15.7","0","0"
"10","28","23","0","0","15.6","4.2","0.2","0","15.6","0","0"
"10","29","0","0","0","15.5","3.9","0.2","0","15.5","0","0"
"10","29","1","0","0","15.3","3.7","0.2","0","15.3","0","0"
"10","29","2","0","0","15.2","3.6","0.2","0","15.2","0","0"
"10","29","3","0","0","15.1","3.2","0.2","0","15.1","0","0"
"10","29","4","0","0","15","2.5","0.2","0","15","0","0"
"10","29","5","0","0","15.1","1.8","0.2","0","15.1","0","0"
"10","29","6","0","0","15.2","1.1","0.2","0","15.2","0","0"
"10","29","7","0","8","15.2","1","0.2","7.414","15.403","15.985","0"
"10","29","8","0","5","15.4","1.3","0.2","4.633","15.531","13.55","0"
"10","29","9","0","9","15.7","1.6","0.2","8.348","15.921","25.312","8.561"
"10","29","10","0","13","16","1.7","0.2","12.066","16.313","37.083","19.915"
"10","29","11","0","29","16.3","1.7","0.2","26.944","16.998","85.542","66.656"
"10","29","12","0","15","16.5","1.6","0.2","13.927","16.869","42.899","25.525"
"10","29","13","0","44","16.6","1.7","0.2","40.899","17.661","132.331","111.788"
"10","29","14","0","62","16.6","1.9","0.2","57.759","18.037","189.773","167.194"
"10","29","15","0","12","16.4","2.3","0.2","11.125","16.655","33.559","16.516"
"10","29","16","0","6","16.1","2.7","0.2","5.708","16.202","10.338","0"
"10","29","17","0","0","15.9","3.2","0.2","0","15.9","0","0"
"10","29","18","0","0","15.9","3.6","0.2","0","15.9","0","0"
"10","29","19","0","0","15.9","4","0.2","0","15.9","0","0"
"10","29","20","0","0","15.9","4.4","0.2","0","15.9","0","0"
"10","29","21","0","0","16","4.8","0.2","0","16","0","0"
"10","29","22","0","0","16.1","5","0.2","0","16.1","0","0"
"10","29","23","0","0","16.1","5.1","0.2","0","16.1","0","0"
"10","30","0","0","0","16.1","5.1","0.2","0","16.1","0","0"
"10","30","1","0","0","16","5","0.2","0","16","0","0"
"10","30","2","0","0","16","4.8","0.2","0","16","0","0"
"10","30","3","0","0","15.9","4.7","0.2","0","15.9","0","0"
"10","30","4","0","0","15.8","4.5","0.2","0","15.8","0","0"
"10","30","5","0","0","15.7","4.3","0.2","0","15.7","0","0"
"10","30","6","0","0","15.7","4.1","0.2","0","15.7","0","0"
"10","30","7","0","8","15.8","3.9","0.2","7.415","15.911","14.096","0"
"10","30","8","0","9","16.4","4.1","0.2","8.342","16.542","24.979","8.24"
"10","30","9","543","79","16.6","4.2","0.2","407.771","23.516","1429.592","1363.082"
"10","30","10","616","95","16.7","4","0.2","533.416","26.003","1855.714","1774.104"
"10","30","11","0","36","16.8","3.9","0.2","33.457","17.388","107.122","87.472"
"10","30","12","580","124","17","3.9","0.2","568.559","27.053","1965.106","1879.62"
"10","30","13","581","110","17.1","4","0.2","515.075","26.082","1790.119","1710.834"
"10","30","14","535","92","17","4.2","0.2","399.946","23.781","1398.622","1333.209"
"10","30","15","0","34","16.7","4.3","0.2","31.593","17.223","99.706","80.319"
"10","30","16","0","16","16.3","4.3","0.2","15.221","16.512","28.93","12.051"
"10","30","17","0","0","15.9","4.4","0.2","0","15.9","0","0"
"10","30","18","0","0","15.9","4.5","0.2","0","15.9","0","0"
"10","30","19","0","0","16","4.7","0.2","0","16","0","0"
"10","30","20","0","0","16.1","4.8","0.2","0","16.1","0","0"
"10","30","21","0","0","16.2","4.8","0.2","0","16.2","0","0"
"10","30","22","0","0","16.2","4.8","0.2","0","16.2","0","0"
"10","30","23","0","0","16.2","4.9","0.2","0","16.2","0","0"
"10","31","0","0","0","16.2","5","0.2","0","16.2","0","0"
"10","31","1","0","0","16.1","5.2","0.2","0","16.1","0","0"
"10","31","2","0","0","16.1","5.4","0.2","0","16.1","0","0"
"10","31","3","0","0","16.1","5.6","0.2","0","16.1","0","0"
"10","31","4","0","0","16","5.7","0.2","0","16","0","0"
"10","31","5","0","0","16","5.7","0.2","0","16","0","0"
"10","31","6","0","0","16","5.7","0.2","0","16","0","0"
"10","31","7","0","3","16.1","5.9","0.2","2.777","16.132","4.834","0"
"10","31","8","0","13","16.3","6.2","0.2","12.054","16.458","36.73","19.574"
"10","31","9","36","156","16.7","6.4","0.2","190.8","19.162","655.363","616.286"
"10","31","10","255","175","17","6.5","0.2","372.731","21.769","1299.909","1237.994"
"10","31","11","131","236","17.3","6.5","0.2","354.357","21.825","1225.255","1165.985"
"10","31","12","120","241","17.5","6.5","0.2","352.998","22.007","1219.195","1160.14"
"10","31","13","114","220","17.6","6.3","0.2","320.124","21.778","1106.621","1051.555"
"10","31","14","79","177","17.5","6.1","0.2","244.167","20.757","841.05","795.394"
"10","31","15","0","47","17.3","6","0.2","44.736","17.9","142.737","121.825"
"10","31","16","0","12","17","6.1","0.2","11.416","17.127","21.322","4.712"
"10","31","17","0","0","16.9","6.3","0.2","0","16.9","0","0"
"10","31","18","0","0","17.2","6.5","0.2","0","17.2","0","0"
"10","31","19","0","0","17.2","6.9","0.2","0","17.2","0","0"
"10","31","20","0","0","17.1","7.2","0.2","0","17.1","0","0"
"10","31","21","0","0","17","7.6","0.2","0","17","0","0"
"10","31","22","0","0","17","8","0.2","0","17","0","0"
"10","31","23","0","0","16.9","8.2","0.2","0","16.9","0","0"
"11","1","0","0","0","12.9","9.6","0.2","0","12.9","0","0"
"11","1","1","0","0","12.8","9.1","0.2","0","12.8","0","0"
"11","1","2","0","0","12.6","8.7","0.2","0","12.6","0","0"
"11","1","3","0","0","12.6","8.2","0.2","0","12.6","0","0"
"11","1","4","0","0","12.6","8","0.2","0","12.6","0","0"
"11","1","5","0","0","12.5","7.7","0.2","0","12.5","0","0"
"11","1","6","0","0","12.5","7.7","0.2","0","12.5","0","0"
"11","1","7","0","4","12.5","7.9","0.2","3.704","12.534","6.68","0"
"11","1","8","0","27","12.7","8.1","0.2","25.068","12.973","80.257","61.559"
"11","1","9","621","70","12.9","8.1","0.2","436.722","17.692","1568.427","1496.997"
"11","1","10","701","81","13.1","8","0.2","568.25","19.39","2030.844","1943.028"
"11","1","11","737","87","13.3","7.8","0.2","636.982","20.479","2264.181","2168.098"
"11","1","12","177","192","13.2","7.4","0.2","339.567","17.162","1198.065","1139.758"
"11","1","13","1","66","13.1","7","0.2","62.05","13.852","207.958","184.735"
"11","1","14","0","11","12.9","6.4","0.2","10.201","13.032","31.67","14.693"
"11","1","15","0","16","12.6","5.6","0.2","14.84","12.808","45.998","28.514"
"11","1","16","0","8","12.2","4.8","0.2","7.61","12.299","14.278","0"
"11","1","17","0","0","11.9","4.3","0.2","0","11.9","0","0"
"11","1","18","0","0","11.8","4.2","0.2","0","11.8","0","0"
"11","1","19","0","0","11.7","4.1","0.2","0","11.7","0","0"
"11","1","20","0","0","11.6","4.2","0.2","0","11.6","0","0"
"11","1","21","0","0","11.5","4.3","0.2","0","11.5","0","0"
"11","1","22","0","0","11.4","4.5","0.2","0","11.4","0","0"
"11","1","23","0","0","11.2","4.6","0.2","0","11.2","0","0"
"11","2","0","0","0","11.1","4.6","0.2","0","11.1","0","0"
"11","2","1","0","0","11","4.7","0.2","0","11","0","0"
"11","2","2","0","0","10.9","4.7","0.2","0","10.9","0","0"
"11","2","3","0","0","10.8","4.6","0.2","0","10.8","0","0"
"11","2","4","0","0","10.6","4.4","0.2","0","10.6","0","0"
"11","2","5","0","0","10.4","4","0.2","0","10.4","0","0"
"11","2","6","0","0","10.4","3.6","0.2","0","10.4","0","0"
"11","2","7","0","3","10.5","3.1","0.2","2.777","10.546","4.989","0"
"11","2","8","0","12","10.9","2.6","0.2","11.125","11.141","34.567","17.488"
"11","2","9","697","54","11.4","2.3","0.2","455.18","21.925","1612.297","1539.313"
"11","2","10","260","166","11.6","2.1","0.2","364.065","20.325","1277.201","1216.09"
"11","2","11","811","65","11.7","2","0.2","656.996","27.802","2275.89","2179.392"
"11","2","12","422","150","11.6","1.9","0.2","478.611","23.552","1670.129","1595.095"
"11","2","13","312","165","11.4","1.7","0.2","391.063","21.585","1369.576","1305.192"
"11","2","14","69","167","11.1","1.5","0.2","227.056","17.265","790.563","746.696"
"11","2","15","0","46","10.9","1.4","0.2","44.02","12.114","143.401","122.466"
"11","2","16","0","6","10.8","1.6","0.2","5.708","10.927","10.632","0"
"11","2","17","0","0","10.8","2.1","0.2","0","10.8","0","0"
"11","2","18","0","0","10.9","2.5","0.2","0","10.9","0","0"
"11","2","19","0","0","10.9","3","0.2","0","10.9","0","0"
"11","2","20","0","0","10.8","3.5","0.2","0","10.8","0","0"
"11","2","21","0","0","10.6","4","0.2","0","10.6","0","0"
"11","2","22","0","0","10.3","4.4","0.2","0","10.3","0","0"
"11","2","23","0","0","10","4.6","0.2","0","10","0","0"
"11","3","0","0","0","9.7","4.7","0.2","0","9.7","0","0"
"11","3","1","0","0","9.5","4.6","0.2","0","9.5","0","0"
"11","3","2","0","0","9.3","4.5","0.2","0","9.3","0","0"
"11","3","3","0","0","9.1","4.4","0.2","0","9.1","0","0"
"11","3","4","0","0","9","4.2","0.2","0","9","0","0"
"11","3","5","0","0","9","4.2","0.2","0","9","0","0"
"11","3","6","0","0","8.9","4.1","0.2","0","8.9","0","0"
"11","3","7","0","2","9.1","4.1","0.2","1.851","9.126","3.282","0"
"11","3","8","512","39","9.7","4.3","0.2","258.462","13.964","883.669","836.503"
"11","3","9","689","53","10.1","4.7","0.2","447.22","17.193","1611.805","1538.838"
"11","3","10","47","195","10.5","5","0.2","245.647","14.228","865.635","819.108"
"11","3","11","799","65","10.8","5.2","0.2","645.594","20.404","2299.687","2202.346"
"11","3","12","75","229","11.1","5.3","0.2","307.815","15.601","1084.817","1030.524"
"11","3","13","1","118","11.3","5.5","0.2","115.943","12.954","399.671","369.655"
"11","3","14","0","30","11.4","5.8","0.2","27.857","11.784","91.049","71.968"
"11","3","15","0","17","11.3","6","0.2","15.769","11.511","49.123","31.529"
"11","3","16","0","4","11.1","6.1","0.2","3.805","11.142","6.937","0"
"11","3","17","0","0","10.9","6.5","0.2","0","10.9","0","0"
"11","3","18","0","0","10.8","6.8","0.2","0","10.8","0","0"
"11","3","19","0","0","10.6","6.9","0.2","0","10.6","0","0"
"11","3","20","0","0","10.3","6.9","0.2","0","10.3","0","0"
"11","3","21","0","0","10","6.8","0.2","0","10","0","0"
"11","3","22","0","0","9.8","6.7","0.2","0","9.8","0","0"
"11","3","23","0","0","9.5","6.7","0.2","0","9.5","0","0"
"11","4","0","0","0","9.2","6.8","0.2","0","9.2","0","0"
"11","4","1","0","0","8.9","7","0.2","0","8.9","0","0"
"11","4","2","0","0","8.8","7.1","0.2","0","8.8","0","0"
